,text,created_at,row_nbr,source account,polarity_scores,pos,neg,neu,compound
98,"RT @BBCSteveR: To use a footballing phrase: despite a string of red cards, Vladimir Putin keeps on scoring. Here are my thoughts on the upc…",Thu Jun 28 06:57:35 +0000 2018,98,@BBCWorld,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
99,Kenya fire: 'Several dead' in Nairobi market https://t.co/EeUf8IWx6z,Thu Jun 28 06:54:13 +0000 2018,99,@BBCWorld,"{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.7717}",0.0,0.528,0.472,-0.7717
0,Disgraced ex-sports doctor Larry Nassar and a former trainer were charged with sexual assault Friday following an i… https://t.co/0aynaBj66Y,Fri Jun 29 23:59:48 +0000 2018,0,@CBSNews,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.8225}",0.0,0.364,0.636,-0.8225
1,President Trump will announce his candidate to replace retiring Supreme Court Justice Anthony Kennedy on July 9… https://t.co/X5z2rTJNZS,Fri Jun 29 23:44:42 +0000 2018,1,@CBSNews,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.7906}",0.304,0.0,0.696,0.7906
2,A California man upset about the repeal of net neutrality regulations has been arrested on charges of threatening t… https://t.co/QSQ4RJlAsL,Fri Jun 29 23:29:45 +0000 2018,2,@CBSNews,"{'neg': 0.427, 'neu': 0.573, 'pos': 0.0, 'compound': -0.8807}",0.0,0.427,0.573,-0.8807
3,"Journalists at the Capital Gazette took to social media for help. Afterwards, they used it to demystify what journa… https://t.co/1mP4AAmf43",Fri Jun 29 23:14:55 +0000 2018,3,@CBSNews,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.124,0.0,0.876,0.4019
4,"RT @CBSEveningNews: The murder of a father at a Malibu campsite last week triggered an investigation, which revealed there have been eight…",Fri Jun 29 23:07:19 +0000 2018,4,@CBSNews,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.6908}",0.0,0.198,0.802,-0.6908
5,"RT @CBSEveningNews: Jarrod Ramos, the alleged shooter in Thursday’s attack on the Capital Gazette, had a long-standing grudge against the p…",Fri Jun 29 23:06:51 +0000 2018,5,@CBSNews,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}",0.0,0.14,0.86,-0.4767
6,"RT @CBSEveningNews: The five victims killed in the Capital Gazette shooting were remembered during a vigil Friday in Annapolis.

Journalist…",Fri Jun 29 23:06:19 +0000 2018,6,@CBSNews,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.7783}",0.0,0.286,0.714,-0.7783
7,RT @CBSEveningNews: President Trump said Friday that he will announce his Supreme Court nominee on July 9th. He told reporters aboard Air F…,Fri Jun 29 23:06:00 +0000 2018,7,@CBSNews,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5719}",0.183,0.0,0.817,0.5719
8,RT @CBSEveningNews: A dangerous heat wave will hit most of the country during the Fourth of July holiday with the hottest spots reaching ov…,Fri Jun 29 23:05:18 +0000 2018,8,@CBSNews,"{'neg': 0.112, 'neu': 0.725, 'pos': 0.163, 'compound': 0.1027}",0.163,0.112,0.725,0.1027
9,"RT @CBSEveningNews: Is there such thing as second chances? For one couple, after a tragic accident, they got exactly that

@OnTheRoadCBS te…",Fri Jun 29 23:04:17 +0000 2018,9,@CBSNews,"{'neg': 0.236, 'neu': 0.695, 'pos': 0.069, 'compound': -0.6486}",0.069,0.236,0.695,-0.6486
10,"RT @markknoller: Pres Trump said he'll probably be interviewing 6 or 7 candidates in all as part of his search for a SCOTUS nominee. ""I lik…",Fri Jun 29 22:43:57 +0000 2018,10,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
11,"RT @CBSEveningNews: For Friday's @OntheRoadCBS we meet a couple who in the face of tragedy, found love all over again https://t.co/ibGbojl3…",Fri Jun 29 22:34:02 +0000 2018,11,@CBSNews,"{'neg': 0.165, 'neu': 0.677, 'pos': 0.158, 'compound': -0.0516}",0.158,0.165,0.677,-0.0516
12,"""What are you going to bring back next? Floppy disks? Fax machines?"" Arnold Schwarzenegger accuses President Trump… https://t.co/HEjaW6MYsB",Fri Jun 29 22:29:44 +0000 2018,12,@CBSNews,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4479}",0.0,0.147,0.853,-0.4479
13,"Geoffrey the Giraffe might not be laid off long, and could become the mascot of his species' preservation… https://t.co/iukb83Tmug",Fri Jun 29 22:14:49 +0000 2018,13,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
14,"General Motors says broad auto tariffs would hurt sales, wages and investment https://t.co/b0AVJmNH7k https://t.co/4lrV9C1RR8",Fri Jun 29 21:59:52 +0000 2018,14,@CBSNews,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5267}",0.0,0.207,0.793,-0.5267
15,Democratic primary upset Alexandria Ocasio-Cortez name-dropped her lipstick brand and it sold out… https://t.co/0ZXmat9vmO,Fri Jun 29 21:45:01 +0000 2018,15,@CBSNews,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",0.0,0.167,0.833,-0.3818
16,"President Trump said he ""probably"" won't ask his next Supreme Court nominee about Roe v. Wade… https://t.co/h6yqxUOH1g",Fri Jun 29 21:29:48 +0000 2018,16,@CBSNews,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5574}",0.184,0.0,0.816,0.5574
17,"How is employment up while the hours worked goes down? Baby Boomers are retiring later, but lightening their worklo… https://t.co/Zq7Q3Zo1ll",Fri Jun 29 21:14:34 +0000 2018,17,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
18,"""I've been ready for this my entire life"": Jazz Jennings is doing well after her gender confirmation surgery… https://t.co/1wXhrvVNNb",Fri Jun 29 21:00:03 +0000 2018,18,@CBSNews,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.213,0.0,0.787,0.5574
19,The lawyer for Anthony Green's family says the white Georgia police officer accused of shooting the fleeing black m… https://t.co/jb0uS9j3M9,Fri Jun 29 20:44:37 +0000 2018,19,@CBSNews,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",0.0,0.104,0.896,-0.296
20,"""If people want to speculate about what we are, that's okay"": Tessa Thompson, on her sexual orientation and relatio… https://t.co/SA6Q8sZDPA",Fri Jun 29 20:29:37 +0000 2018,20,@CBSNews,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}",0.064,0.0,0.936,0.0772
21,"Medical marijuana users can't legally own guns, federal officials say https://t.co/0szHNNPsIg https://t.co/3fLraQqhyM",Fri Jun 29 20:14:31 +0000 2018,21,@CBSNews,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.0762}",0.0,0.105,0.895,-0.0762
22,"Going tit for tat, Canada announced $12.6 billion in tariffs it will levy against American imports in response to U… https://t.co/Fj7KIV1Kzi",Fri Jun 29 19:59:34 +0000 2018,22,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
23,Sources say LeBron James chose the free-agent market over his $35.6 million contract option https://t.co/lEghTRgmxL https://t.co/tRXeqJJY6G,Fri Jun 29 19:44:34 +0000 2018,23,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
24,Susan Sarandon was among roughly 575 protestors arrested Thursday at Capitol Hill https://t.co/HlhFlQFHzc https://t.co/5KtBrzStBE,Fri Jun 29 19:29:59 +0000 2018,24,@CBSNews,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}",0.0,0.193,0.807,-0.4767
25,Tainted irrigation water appears to be the source of a national food poisoning outbreak linked to romaine lettuce t… https://t.co/nQey9dohb4,Fri Jun 29 19:14:37 +0000 2018,25,@CBSNews,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.5859}",0.0,0.174,0.826,-0.5859
26,"Anonymous person buys $1M worth of remaining toys at Toys ""R"" Us to donate to local kids https://t.co/H4IRArhUYt https://t.co/XEG63FDtcv",Fri Jun 29 19:00:02 +0000 2018,26,@CBSNews,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2263}",0.095,0.0,0.905,0.2263
27,An aggregate study spanning various nations and healthcare systems suggests sticking with one primary care doctor m… https://t.co/1PLLXgJvc7,Fri Jun 29 18:44:47 +0000 2018,27,@CBSNews,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}",0.158,0.0,0.842,0.4939
28,"Obama to Democrats: ""Do not wait for the perfect message"" or ""tingle in your spine"" to vote https://t.co/195pKT6gRF https://t.co/nhg0r8RUQ1",Fri Jun 29 18:29:06 +0000 2018,28,@CBSNews,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5719}",0.171,0.0,0.829,0.5719
29,"Photo of Geoffrey the Giraffe leaving an empty Toys ""R"" Us store with a suitcase goes viral https://t.co/gXgwTZuDn8 https://t.co/UKUo4jhNRW",Fri Jun 29 18:24:46 +0000 2018,29,@CBSNews,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.2023}",0.0,0.096,0.904,-0.2023
30,"Ed Sheeran has been sued again for allegedly ripping off Marvin Gaye's ""Let's Get It On"" https://t.co/0V238DyzEh https://t.co/fOsh3BTfy1",Fri Jun 29 18:04:36 +0000 2018,30,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
31,"Alexandria Ocasio-Cortez explains her view of democratic socialism on @colbertlateshow: ""I believe that in a modern… https://t.co/gtvh10qhmI",Fri Jun 29 17:44:42 +0000 2018,31,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
32,The former top attorney with ICE has been sentenced to four years behind bars for stealing undocumented immigrants'… https://t.co/9nueenoKD9,Fri Jun 29 17:25:31 +0000 2018,32,@CBSNews,"{'neg': 0.212, 'neu': 0.708, 'pos': 0.08, 'compound': -0.4588}",0.08,0.212,0.708,-0.4588
33,"Jahi McMath, the girl at the center of the medical and religious debate over brain death, has died after surgery in… https://t.co/g1B2zFrUSS",Fri Jun 29 17:04:30 +0000 2018,33,@CBSNews,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.8176}",0.0,0.273,0.727,-0.8176
34,The Iowa Supreme Court has blocked a law requiring a 72-hour waiting period before a woman can get an abortion… https://t.co/mnQRtqq10S,Fri Jun 29 16:45:54 +0000 2018,34,@CBSNews,"{'neg': 0.097, 'neu': 0.737, 'pos': 0.166, 'compound': 0.3612}",0.166,0.097,0.737,0.3612
35,"President Trump: ""Journalists, like all Americans, should be free from the fear of being violently attacked while d… https://t.co/MtllGsk9mT",Fri Jun 29 16:31:22 +0000 2018,35,@CBSNews,"{'neg': 0.336, 'neu': 0.47, 'pos': 0.195, 'compound': -0.6369}",0.195,0.336,0.47,-0.6369
36,"▪️ Gerald Fischman
▪️ Rob Hiaasen
▪️ John McNamara
▪️ Rebecca Smith
▪️ Wendi Winters

Five people were killed yeste… https://t.co/gKW3zXq2UY",Fri Jun 29 16:10:23 +0000 2018,36,@CBSNews,"{'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.8442}",0.0,0.299,0.701,-0.8442
37,There were two entrances to the Capital Gazette newsroom and the rear door had been barricaded so people could not… https://t.co/qma2vttI8s,Fri Jun 29 16:04:22 +0000 2018,37,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
38,NEW: Capital Gazette shooting suspect Jarrod Ramos has been charged with first degree murder and is being held with… https://t.co/c0fR8YwTmZ,Fri Jun 29 16:01:15 +0000 2018,38,@CBSNews,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.8271}",0.0,0.339,0.661,-0.8271
39,"Altomare on using facial recognition tech to identify the shooting suspect: ""We had lag getting answers on fingerpr… https://t.co/sGe4kfILwa",Fri Jun 29 15:51:31 +0000 2018,39,@CBSNews,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.5574}",0.0,0.213,0.787,-0.5574
40,"Chief Altomare says law enforcement ""without question"" saved lives during Capital Gazette shooting: ""Within two min… https://t.co/Ov13ITvSSW",Fri Jun 29 15:46:31 +0000 2018,40,@CBSNews,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.3252}",0.0,0.127,0.873,-0.3252
41,"Chief Altomare on 2013 incident with Capital Gazette shooting suspect, during which the paper declined to press cha… https://t.co/8W6wz6cU7T",Fri Jun 29 15:43:18 +0000 2018,41,@CBSNews,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",0.0,0.109,0.891,-0.296
42,"""This was a targeted attack. We can't fathom why that person chose to do this. We don't think we have any more clea… https://t.co/ReKsorDuRp",Fri Jun 29 15:40:09 +0000 2018,42,@CBSNews,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4767}",0.0,0.124,0.876,-0.4767
43,"""We did find evidence at the residence. I can't go into a whole bunch of details about it, but I will tell you it's… https://t.co/g9osbt6GV4",Fri Jun 29 15:37:58 +0000 2018,43,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
44,"Anne Arundel County Police Chief Timothy Altomare: ""There are no other suspects we are looking for right now. We ha… https://t.co/npGwiS7gwR",Fri Jun 29 15:36:28 +0000 2018,44,@CBSNews,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.5574}",0.0,0.195,0.805,-0.5574
45,"Anne Arundel County Police Chief Timothy Altomare gives an update on the deadly shooting at the Capital Gazette: ""I… https://t.co/dm9JH6MjDV",Fri Jun 29 15:33:17 +0000 2018,45,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
46,"President Trump's top economic adviser says the deficit is going down, but the government disagrees… https://t.co/l4h0VsB9A1",Fri Jun 29 15:18:36 +0000 2018,46,@CBSNews,"{'neg': 0.107, 'neu': 0.812, 'pos': 0.081, 'compound': -0.1154}",0.081,0.107,0.812,-0.1154
47,"State Department trafficking report includes ill effects of family separation: ""Removal of a child from the family… https://t.co/WnjOlZvRHv",Fri Jun 29 14:54:42 +0000 2018,47,@CBSNews,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.4215}",0.0,0.149,0.851,-0.4215
48,A Brazilian mother and 9-year-old son separated at the U.S.-Mexico border have been reunited after a federal judge… https://t.co/NTIoWcjo7Z,Fri Jun 29 14:38:53 +0000 2018,48,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
49,The U.N.'s migration agency snubbed the Trump administration's candidate to lead it -- only the second time that it… https://t.co/0qNfe2nNjz,Fri Jun 29 14:13:59 +0000 2018,49,@CBSNews,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.4588}",0.0,0.136,0.864,-0.4588
50,"18 months after its release, some of the questions in the Trump-Russia dossier are now finding answers:… https://t.co/3FbXYhdbTm",Fri Jun 29 13:51:51 +0000 2018,50,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
51,"Hard numbers:
▪️ 223: Venezuela needs an oil price of $223 per barrel in order to balance its federal budget
▪️20:… https://t.co/CmhqwsOl0o",Fri Jun 29 13:48:04 +0000 2018,51,@CBSNews,"{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.1027}",0.0,0.062,0.938,-0.1027
52,Voters in Mexico are gearing up for major presidential election this Sunday. Here’s what you need to know:… https://t.co/EzAPyxBItA,Fri Jun 29 13:40:58 +0000 2018,52,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
53,Window washers dressed as superheroes surprise young patients at Iowa hospital: https://t.co/SH3GR8oAI2 https://t.co/UGsMOSKbRu,Fri Jun 29 13:31:41 +0000 2018,53,@CBSNews,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.149,0.0,0.851,0.2732
54,How your smart fridge might be mining bitcoin for criminals: https://t.co/lbgqyc2QBR https://t.co/A2VdcOmYOk,Fri Jun 29 13:17:08 +0000 2018,54,@CBSNews,"{'neg': 0.226, 'neu': 0.61, 'pos': 0.165, 'compound': -0.25}",0.165,0.226,0.61,-0.25
55,"RT @CBSThisMorning: You knew you could lose your job by doing this. -- @GayleKing 

""I knew that, but I think it's very important for this…",Fri Jun 29 13:08:21 +0000 2018,55,@CBSNews,"{'neg': 0.07, 'neu': 0.831, 'pos': 0.1, 'compound': 0.1997}",0.1,0.07,0.831,0.1997
56,"Supreme Court could limit, but not eliminate, abortion rights https://t.co/Jz6QNZzApQ https://t.co/0dAr5IvmwV",Fri Jun 29 12:59:52 +0000 2018,56,@CBSNews,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.187,0.0,0.813,0.3182
57,"The #MeToo movement ignited a global reckoning on sexual harassment and abuse. Now, the @nytimes is revealing how t… https://t.co/MznGfEsFls",Fri Jun 29 12:40:46 +0000 2018,57,@CBSNews,"{'neg': 0.312, 'neu': 0.688, 'pos': 0.0, 'compound': -0.8271}",0.0,0.312,0.688,-0.8271
58,"RT @CBSThisMorning: ➡️ Newsrooms around the country are banding together, after one of the deadliest attacks on journalists in American his…",Fri Jun 29 12:31:02 +0000 2018,58,@CBSNews,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.4404}",0.0,0.127,0.873,-0.4404
59,"""The kid is mine"": Drake reveals he has a son in newest album ""Scorpion"" https://t.co/Aa4KN7cpu3 https://t.co/UtgR1OFAiS",Fri Jun 29 12:29:37 +0000 2018,59,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
60,The CDC is warning about a shortage of the newest shingles vaccine. Shingrix was recommended for people 50 and olde… https://t.co/OAeaZK3Zp0,Fri Jun 29 12:26:48 +0000 2018,60,@CBSNews,"{'neg': 0.19, 'neu': 0.733, 'pos': 0.078, 'compound': -0.3818}",0.078,0.19,0.733,-0.3818
61,The frantic search for 12 young soccer players and their coach trapped in a cave in Thailand is in its 6th day. The… https://t.co/Q3L5LH9uEp,Fri Jun 29 12:22:55 +0000 2018,61,@CBSNews,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.743}",0.0,0.231,0.769,-0.743
62,More than 100 million Americans will feel the effects of dangerous temperatures above 90 degrees by the end of this… https://t.co/BxslHLSl3N,Fri Jun 29 12:21:10 +0000 2018,62,@CBSNews,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4767}",0.0,0.134,0.866,-0.4767
63,At least three rescuers were electrocuted as they searched for 12 schoolboys and their soccer coach missing in a fl… https://t.co/JHeZR7ixcx,Fri Jun 29 12:19:42 +0000 2018,63,@CBSNews,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",0.0,0.104,0.896,-0.296
64,"“It’s very difficult, if not close to impossible, to destroy your fingerprints … It tells me he did not investigate… https://t.co/dOMqpPlRyg",Fri Jun 29 12:15:04 +0000 2018,64,@CBSNews,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.7425}",0.0,0.259,0.741,-0.7425
65,Former senior FBI profiler Mary Ellen O’Toole spent more than 20 years investigating mass shootings and is the dire… https://t.co/qayNtMK02R,Fri Jun 29 12:12:46 +0000 2018,65,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
66,"Only on @CBSThisMorning, CBS News' Chip Reid spoke to Brennan McCarthy, the attorney who represented the woman Jarr… https://t.co/iipuyDcSDg",Fri Jun 29 12:11:41 +0000 2018,66,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
67,"As the last of the Toys ""R"" Us stores ready for final closure this week, workers are saying they shouldn't be left… https://t.co/zKE9uGV4L9",Fri Jun 29 12:00:46 +0000 2018,67,@CBSNews,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",0.102,0.0,0.898,0.3612
68,"""This is a travesty that these parents have been separated from their children and vice-versa, and there does not a… https://t.co/bkXyLPNFJZ",Fri Jun 29 11:49:01 +0000 2018,68,@CBSNews,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5719}",0.0,0.163,0.837,-0.5719
69,“I saw that the kids would start automatically crying because they didn’t have the opportunity to speak to their pa… https://t.co/cgbSCkI9AD,Fri Jun 29 11:44:54 +0000 2018,69,@CBSNews,"{'neg': 0.124, 'neu': 0.763, 'pos': 0.112, 'compound': -0.0772}",0.112,0.124,0.763,-0.0772
70,"Activists want to fly this giant ""Trump Baby"" balloon over London to protest President Trump's UK visit:… https://t.co/PSTE50lsv6",Fri Jun 29 11:43:52 +0000 2018,70,@CBSNews,"{'neg': 0.104, 'neu': 0.829, 'pos': 0.067, 'compound': -0.1779}",0.067,0.104,0.829,-0.1779
71,"On Wednesday, @CBSThisMorning showed videos from inside the Cayuga Centers in New York. Pamela Baez is the former e… https://t.co/m1WbQbaXUm",Fri Jun 29 11:39:19 +0000 2018,71,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
72,President Trump hosted a bipartisan group of six senators at the White House on Thursday to discuss the Supreme Cou… https://t.co/DZSMCTu1qp,Fri Jun 29 11:34:46 +0000 2018,72,@CBSNews,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5574}",0.159,0.0,0.841,0.5574
73,Anne Arundel County police chief Timothy Altomare on the weapon used in the Capital Gazette shooting: “It is a shot… https://t.co/btYUnHwIpk,Fri Jun 29 11:33:26 +0000 2018,73,@CBSNews,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",0.0,0.104,0.896,-0.296
74,Police chief Timothy Altomare says there was one documented incident with the Capital Gazette shooting suspect: “Th… https://t.co/xjKNAB6fwA,Fri Jun 29 11:30:29 +0000 2018,74,@CBSNews,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",0.0,0.115,0.885,-0.296
75,"“We are not getting too far on cooperation … [He’s] not saying much,” Anne Arundel County police chief Timothy Alto… https://t.co/o97YUGNikk",Fri Jun 29 11:26:17 +0000 2018,75,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
76,Anne Arundel County police chief Timothy Altomare joins @CBSThisMorning. He says police have searched at the suspec… https://t.co/kpUesGVwJ2,Fri Jun 29 11:25:01 +0000 2018,76,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
77,RT @CBSThisMorning: Law enforcement sources tell @CBSNews the shooter was hiding under a desk and had damaged his fingertips to make it har…,Fri Jun 29 11:21:43 +0000 2018,77,@CBSNews,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.6249}",0.0,0.203,0.797,-0.6249
78,Brennan McCarthy is the attorney who represented the woman Jarrod Ramos harassed. He said Ramos tormented his clien… https://t.co/pLDe6zB2Qq,Fri Jun 29 11:20:41 +0000 2018,78,@CBSNews,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5423}",0.0,0.163,0.837,-0.5423
79,"Sen. Jeff Merkley suggests Supreme Court nominee could ""lock in an anti-American majority"" https://t.co/LjsYAlivek https://t.co/91m7vAkJk7",Fri Jun 29 11:19:38 +0000 2018,79,@CBSNews,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.5574}",0.205,0.0,0.795,0.5574
80,"The suspect in The Capital newspaper shooting, Jarrod Ramos​, had tried suing the paper for defamation. It publishe… https://t.co/v6T6iUzeor",Fri Jun 29 11:18:04 +0000 2018,80,@CBSNews,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}",0.0,0.202,0.798,-0.5106
81,"Hours after Thursday’s massacre in Annapolis, police confirmed the identities of the employees who died: Gerald Fis… https://t.co/XnPrdBXEED",Fri Jun 29 11:13:55 +0000 2018,81,@CBSNews,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5574}",0.0,0.175,0.825,-0.5574
82,"The suspect in the Capital Gazette shooting will be in court Friday, @NorahODonnell reports. The police chief tells… https://t.co/NoKSZyzmxq",Fri Jun 29 11:11:00 +0000 2018,82,@CBSNews,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",0.0,0.109,0.891,-0.296
83,"Just hours after a gunman rampaged through their newsroom, the dedicated staff at the the Capital Gazette published… https://t.co/fb7Z9EC6hD",Fri Jun 29 11:08:20 +0000 2018,83,@CBSNews,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4588}",0.15,0.0,0.85,0.4588
84,"""Today, we are speechless"": The Capital Gazette's opinion page is left blank after Thursday's deadly shooting… https://t.co/nyUqTXv4XJ",Fri Jun 29 11:00:12 +0000 2018,84,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
85,Ahead only on @CBSThisMorning: A former worker recorded scenes inside a facility for immigrant children. She'll tal… https://t.co/X6wcGNuapw,Fri Jun 29 10:49:32 +0000 2018,85,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
86,Ahead on @CBSThisMorning: We'talk with two New York Times journalists about how life has changed for the accusers w… https://t.co/OPvVbVVMAO,Fri Jun 29 10:44:38 +0000 2018,86,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
87,"SpaceX boosts station cargo -- and a ""floating brain"" -- to orbit https://t.co/mtWIW50nIJ https://t.co/8T6CynMJvB",Fri Jun 29 10:39:43 +0000 2018,87,@CBSNews,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.161,0.0,0.839,0.3182
88,"RT @CBSThisMorning: AHEAD on @CBSThisMorning:  @NorahODonnell leads our coverage from Annapolis, Maryland of the Capital Gazette shooting.…",Fri Jun 29 10:36:21 +0000 2018,88,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
89,"RT @CBSThisMorning: THIS MORNING:
🔜@NorahODonnell is in Annapolis with the latest on the #CapitalGazette shooting
🔜@MichaelAvenatti and for…",Fri Jun 29 10:33:24 +0000 2018,89,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
